listing_id,name,description,text
40732553.0,Architectural Gem Downtown Center,"Marvellous 3-floored architectural gem located in the heart of downtown Montreal.<br /><br />Old heritage marries contemporary,  keeping the aspects of it’s origins from the 1,800s combining barn wood, copper, black palettes, and warm lighting.<br /><br />Upscale - Unique - Secluded. <br /><br />Enjoy a relaxing night in your freestanding tub.<br /><br />High quality amenities.<br /><br />Coffee aficionado experience.<br /><br />Outdoor private parking included.<br /><br />Preferred rates for long term bookings (12 months +).","Architectural Gem Downtown Center
Marvellous 3-floored architectural gem located in the heart of downtown Montreal.<br /><br />Old heritage marries contemporary,  keeping the aspects of it’s origins from the 1,800s combining barn wood, copper, black palettes, and warm lighting.<br /><br />Upscale - Unique - Secluded. <br /><br />Enjoy a relaxing night in your freestanding tub.<br /><br />High quality amenities.<br /><br />Coffee aficionado experience.<br /><br />Outdoor private parking included.<br /><br />Preferred rates for long term bookings (12 months +)."
9.289666693578748e+17,Appart 1 chambre - centre ville,"Our apartment is right in the heart of downtown Montreal, in the Quartier des Spectacles.<br />You will be a 1 minute walk from UQAM, 4 minutes from the Saint-Laurent or Berri-UQAM metros and a few minutes from Place des Arts.<br /> A coworking space, a gym and a shared terrace are accessible.<br />The apartment has one closed bedroom with a double bed. In the living room there is a queen sofa bed and a 1 seater air mattress","Appart 1 chambre - centre ville
Our apartment is right in the heart of downtown Montreal, in the Quartier des Spectacles.<br />You will be a 1 minute walk from UQAM, 4 minutes from the Saint-Laurent or Berri-UQAM metros and a few minutes from Place des Arts.<br /> A coworking space, a gym and a shared terrace are accessible.<br />The apartment has one closed bedroom with a double bed. In the living room there is a queen sofa bed and a 1 seater air mattress"
44576789.0,Le Bijou New Design Two Bedrooms Suits,"Le Bijou AIR HOME is a newly built condominium that was completed in 2019. Offering luxury and contemporary amenities, we strive to provide an exceptional experience and service to our guests. Located in the heart of urban Montreal (NDG/CDN neighbourhood), minutes away from downtown. <br /><br />Features:<br />Large open concept living space<br />Full functioning kitchen<br />Large open concept living space with marble floors<br />A/C, free Wi-Fi<br />Beautiful bedrooms <br />Smart TV","Le Bijou New Design Two Bedrooms Suits
Le Bijou AIR HOME is a newly built condominium that was completed in 2019. Offering luxury and contemporary amenities, we strive to provide an exceptional experience and service to our guests. Located in the heart of urban Montreal (NDG/CDN neighbourhood), minutes away from downtown. <br /><br />Features:<br />Large open concept living space<br />Full functioning kitchen<br />Large open concept living space with marble floors<br />A/C, free Wi-Fi<br />Beautiful bedrooms <br />Smart TV"
9.731685239216146e+17,302,"Perfectly located for business or leisure, Le Coach Hôtel Montreal is located in the heart of downtown Montreal and it’s right next to the Old port, Quartier des Spectacles and Berri Uqam subway station. Nearby you’ll find many places to explore in the old city of Montreal in downtown area including Notre-Dame Basilica. Enjoy the newly renovated rooms, knowing every comfort is provided.","302
Perfectly located for business or leisure, Le Coach Hôtel Montreal is located in the heart of downtown Montreal and it’s right next to the Old port, Quartier des Spectacles and Berri Uqam subway station. Nearby you’ll find many places to explore in the old city of Montreal in downtown area including Notre-Dame Basilica. Enjoy the newly renovated rooms, knowing every comfort is provided."
1.0965974341374257e+18,The Modern Stays - Bedroom 4,"I've spent the last year creating a place of pure operational and administrative efficiency  to self-finance my startup.<br /><br />More than 300 devices are connected together to orchestrate thousands of routines making short-term rental automated.<br /><br />Guests receive a unique code providing instant access to the perfect workaholic's secret lair inside a gorgeous shared space.<br /><br />This apartment embodies the shared economy, a solution to basically everything making people miserable in our society right now.","The Modern Stays - Bedroom 4
I've spent the last year creating a place of pure operational and administrative efficiency  to self-finance my startup.<br /><br />More than 300 devices are connected together to orchestrate thousands of routines making short-term rental automated.<br /><br />Guests receive a unique code providing instant access to the perfect workaholic's secret lair inside a gorgeous shared space.<br /><br />This apartment embodies the shared economy, a solution to basically everything making people miserable in our society right now."
9.587281744928252e+17,Prestigious 1 br Homeaway Old Montreal & Downtown,"Luxurious, safe! With stunning views of Old Montreal, Downtown and the St. Lawrence river Close to ÉTS, McGill University, CUSM, CHUM. Minimum rental of 32 days. Fully furnished with all kitchen, bedroom and bathroom amenities and accessories. High-speed internet, TV. and more. Ideal for a professional or two. Non-smoking from any substance. Pets are not welcome.","Prestigious 1 br Homeaway Old Montreal & Downtown
Luxurious, safe! With stunning views of Old Montreal, Downtown and the St. Lawrence river Close to ÉTS, McGill University, CUSM, CHUM. Minimum rental of 32 days. Fully furnished with all kitchen, bedroom and bathroom amenities and accessories. High-speed internet, TV. and more. Ideal for a professional or two. Non-smoking from any substance. Pets are not welcome."
8.166327195116627e+17,Superbe studio à 2 pas du métro D’Iberville #9-7,"Warm studio apartment, 2 steps from Iberville metro station.","Superbe studio à 2 pas du métro D’Iberville #9-7
Warm studio apartment, 2 steps from Iberville metro station."
6896591.0,Apartment in the Heart of Montreal P0102,"SUNSET SUITES is a 60 apartment building. Most of our apartments are rented furnished. All of our apartments include free wireless internet, air conditioning/heating, local cable TV, a phone with free US/Canada calls and one outdoor parking space. Weekly cleaning services can be added with additional fees.<br />Extra rollaway bed available!","Apartment in the Heart of Montreal P0102
SUNSET SUITES is a 60 apartment building. Most of our apartments are rented furnished. All of our apartments include free wireless internet, air conditioning/heating, local cable TV, a phone with free US/Canada calls and one outdoor parking space. Weekly cleaning services can be added with additional fees.<br />Extra rollaway bed available!"
1.0013288536382344e+18,Contemporary Furnished Apartment,This contemporary 2 bedroom furnished apartment is conveniently located across the street from well known Atwater Market:  the most popular local markets in the Sud-Ouest.  This Market  offers fresh produce and many other specialty shops that draw both the locals and tourists alike.  Great location for people  in search of great food and other hidden gems.,"Contemporary Furnished Apartment
This contemporary 2 bedroom furnished apartment is conveniently located across the street from well known Atwater Market:  the most popular local markets in the Sud-Ouest.  This Market  offers fresh produce and many other specialty shops that draw both the locals and tourists alike.  Great location for people  in search of great food and other hidden gems."
8.877387630446601e+17,Maison Shoebox,Enjoy easy access to everything from this perfectly located home base.,"Maison Shoebox
Enjoy easy access to everything from this perfectly located home base."
7650803.0,1 brm apartment oasis in Ahuntsic furnished,"1 brm apartment on the upper floor of triplex. <br />Prime Location, in the heart of Montreal's Chabanel an up & coming area, walking distance to all services. Cozy open-space, very clean, recently renovated, beautifully furnished. Great for 1-2 people.<br /><br />Triplex within walking distance of all services: Parks, Preschool, Primary & secondary schools, CENTRAL MARKET and Chabanel, trendy restaurants and cinema, 2 minutes from Boul. St-Laurent. 9-foot ceilings, window and plumbing redone.","1 brm apartment oasis in Ahuntsic furnished
1 brm apartment on the upper floor of triplex. <br />Prime Location, in the heart of Montreal's Chabanel an up & coming area, walking distance to all services. Cozy open-space, very clean, recently renovated, beautifully furnished. Great for 1-2 people.<br /><br />Triplex within walking distance of all services: Parks, Preschool, Primary & secondary schools, CENTRAL MARKET and Chabanel, trendy restaurants and cinema, 2 minutes from Boul. St-Laurent. 9-foot ceilings, window and plumbing redone."
8327432.0,Le confort aux portes de la ville,"Nice cozy condo, comfortable and with a private terrace. In front of  the Faubourgs Park.<br />Close to the Jacques Cartier Bridge, the St-Laurence river, the Jean Drapeau Park, 2 subways and 2 bus lines. <br />20 min close to the Art Places.<br />You will love!","Le confort aux portes de la ville
Nice cozy condo, comfortable and with a private terrace. In front of  the Faubourgs Park.<br />Close to the Jacques Cartier Bridge, the St-Laurence river, the Jean Drapeau Park, 2 subways and 2 bus lines. <br />20 min close to the Art Places.<br />You will love!"
27187022.0,4-Cozy room next to Metro Mont-Royal,"Establishment No.:<br />527833 This room is ideal for a couple or single person. Located on the 2nd floor of a building built in the 50s but completely renovated in 2017. You have a beautiful window overlooking the street, beautiful churches and a small park!<br /><br />INCLUDED: High-speed Wi-Fi internet access, HD TV with Youtube and Netflix, sheets and towels, electricity, everything you need to feel comfortable.","4-Cozy room next to Metro Mont-Royal
Establishment No.:<br />527833 This room is ideal for a couple or single person. Located on the 2nd floor of a building built in the 50s but completely renovated in 2017. You have a beautiful window overlooking the street, beautiful churches and a small park!<br /><br />INCLUDED: High-speed Wi-Fi internet access, HD TV with Youtube and Netflix, sheets and towels, electricity, everything you need to feel comfortable."
50678506.0,Spacious Downtown 2 BR + private parking (no tax),"Private parking spot right next to the entrance. (last pic)<br /><br />With only minutes away from metro stations (Berri-UQAM and Champs-de-Mars), Old Port, Old Montreal, Chinatown, Quartier des Spectacles, CHUM, this is a great apartment to take advantage of the city's many events.<br /><br />This spacious 2 bedroom apartment is located in a quiet neighborhood with lots of natural light. <br /><br /><br />Comes with:<br />- a fully equipped kitchen<br />- washer and dryer<br />- soap/shampoo/conditioner/towels<br />- 500Mbit Internet/TV/Netflix","Spacious Downtown 2 BR + private parking (no tax)
Private parking spot right next to the entrance. (last pic)<br /><br />With only minutes away from metro stations (Berri-UQAM and Champs-de-Mars), Old Port, Old Montreal, Chinatown, Quartier des Spectacles, CHUM, this is a great apartment to take advantage of the city's many events.<br /><br />This spacious 2 bedroom apartment is located in a quiet neighborhood with lots of natural light. <br /><br /><br />Comes with:<br />- a fully equipped kitchen<br />- washer and dryer<br />- soap/shampoo/conditioner/towels<br />- 500Mbit Internet/TV/Netflix"
9.774902540527456e+17,2-bedrooms artists home + garden,"Located in the heart of Plateau-Mont-Royal, Studio LKVM serves as a home gallery and creative workshop for artists' couple Lekui and Solav. With walls entirely covered with pieces of arts and travel objects, this is an ideal place of residence for curious and art thirsty spirits in addition to being close to the main parks and attractions.<br /><br />We also rent the room apart for guests who want to enjoy a more economical option. Contact us privately!","2-bedrooms artists home + garden
Located in the heart of Plateau-Mont-Royal, Studio LKVM serves as a home gallery and creative workshop for artists' couple Lekui and Solav. With walls entirely covered with pieces of arts and travel objects, this is an ideal place of residence for curious and art thirsty spirits in addition to being close to the main parks and attractions.<br /><br />We also rent the room apart for guests who want to enjoy a more economical option. Contact us privately!"
5890629.0,"Sunny, modern & in a good location","Beautiful, fully renovated, 2nd floor apartment on a quiet residential street that can accommodate two couples or family of 4. 15 minutes from downtown and 5 minute walking distance from the metro, grocery store, liquor store, and shopping center. Private entrance. <br /><br />We are now only renting for rentals that are a month long or longer. Please contact us directly for more information.","Sunny, modern & in a good location
Beautiful, fully renovated, 2nd floor apartment on a quiet residential street that can accommodate two couples or family of 4. 15 minutes from downtown and 5 minute walking distance from the metro, grocery store, liquor store, and shopping center. Private entrance. <br /><br />We are now only renting for rentals that are a month long or longer. Please contact us directly for more information."
39885726.0,Large Loft near Quartier des Spectacles,"You’ll love this place because of the neighbourhood, within walking distance to Place d’Armes Metro station, the Palais Des Congrés and Old Montreal. Steps from the underground network of pathways beneath the downtown core, convenient access to restaurants, shops and entertainment. Take a stroll in Victoria Square or shop at the boutiques in the area everything you need to live life to the fullest is at your doorstep. This place is good for couples, business travellers, families with pets.","Large Loft near Quartier des Spectacles
You’ll love this place because of the neighbourhood, within walking distance to Place d’Armes Metro station, the Palais Des Congrés and Old Montreal. Steps from the underground network of pathways beneath the downtown core, convenient access to restaurants, shops and entertainment. Take a stroll in Victoria Square or shop at the boutiques in the area everything you need to live life to the fullest is at your doorstep. This place is good for couples, business travellers, families with pets."
9.776651012779348e+17,Meme House,"An eclectic gallery? A historic monument? A movie set? Meme House is a local wonder with all the latest amenities. Built in 1875, this ""Maison Villageoise"" has been lovingly restored into a living work of art. <br /><br />Heavenly bed, super-office, full kitchen, private parking, high-speed internet, air-conditioning, and most critically: smart toilets with integrated bidets.<br /><br />We do all the cleaning. Message for dates.","Meme House
An eclectic gallery? A historic monument? A movie set? Meme House is a local wonder with all the latest amenities. Built in 1875, this ""Maison Villageoise"" has been lovingly restored into a living work of art. <br /><br />Heavenly bed, super-office, full kitchen, private parking, high-speed internet, air-conditioning, and most critically: smart toilets with integrated bidets.<br /><br />We do all the cleaning. Message for dates."
7.197466977656044e+17,"nice 2 bedroom montreal,parking Montreal",Make some memories at this unique and family-friendly place.,"nice 2 bedroom montreal,parking Montreal
Make some memories at this unique and family-friendly place."
53683233.0,Beau et spacieux 3 1/2 situé au coeur de Verdun!,"Beautiful and spacious 3 1/2 located in the heart of Verdun, a 10-minute walk from Verdun metro and 15 minutes from Wellington Street with all the shops you need. You will appreciate the calm of the neighborhood, the proximity of the wonderful St. Lawrence River (8 min drive and 15 min walk) as well as the many waterfront parks. There is also a BIXI station 8 min walk away for your summer trips and of course bus stops for your trips to the city center!","Beau et spacieux 3 1/2 situé au coeur de Verdun!
Beautiful and spacious 3 1/2 located in the heart of Verdun, a 10-minute walk from Verdun metro and 15 minutes from Wellington Street with all the shops you need. You will appreciate the calm of the neighborhood, the proximity of the wonderful St. Lawrence River (8 min drive and 15 min walk) as well as the many waterfront parks. There is also a BIXI station 8 min walk away for your summer trips and of course bus stops for your trips to the city center!"
54267420.0,1BR ideal for Relocations☆Upscale☆Modern☆ Balcony,"Simplistic in theory but extraordinary in design, the Zenith apartments are made to provide travelers with all of the modern conveniences and comforts of home with none of the fuss. A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living and dining area is well suited for relaxing or entertaining.<br />This unit is an excellent choice for relocations, insurance and professionals.<br />Parking upon availability. ($)","1BR ideal for Relocations☆Upscale☆Modern☆ Balcony
Simplistic in theory but extraordinary in design, the Zenith apartments are made to provide travelers with all of the modern conveniences and comforts of home with none of the fuss. A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living and dining area is well suited for relaxing or entertaining.<br />This unit is an excellent choice for relocations, insurance and professionals.<br />Parking upon availability. ($)"
37985535.0,Beautiful 2BR Apt w/King Bed + AC minutes from DT!,"Welcome to our home! Our bright, beautiful, spacious, air conditioned two-bedroom apartment is steps away from Montreal's metro, connecting you to the entire city. You cal also walk to Montreal's best restaurants, shops, and entertainment. <br /><br />We look forward to hosting you!","Beautiful 2BR Apt w/King Bed + AC minutes from DT!
Welcome to our home! Our bright, beautiful, spacious, air conditioned two-bedroom apartment is steps away from Montreal's metro, connecting you to the entire city. You cal also walk to Montreal's best restaurants, shops, and entertainment. <br /><br />We look forward to hosting you!"
9.063744055113898e+17,Montreal's Finest: 2BR in Golden Square Mile!,"Spacious and perfectly located 2 bedroom, 3 beds and 1 bath unit in the heart of Montreal. Located in the center The Golden Square Mile.<br /><br />- Great for up to 6 people<br />- 2 bedrooms, 1 king, 2 queen beds<br />- High quality mattresses, pillows, linens and towels<br />- Onsite televisions equipped with a diverse selection of leading streaming apps<br />- Best WIFI with Workspace<br />- Air Conditioning<br />- Fully Equipped Kitchen<br />- Pet-friendly (fees apply)","Montreal's Finest: 2BR in Golden Square Mile!
Spacious and perfectly located 2 bedroom, 3 beds and 1 bath unit in the heart of Montreal. Located in the center The Golden Square Mile.<br /><br />- Great for up to 6 people<br />- 2 bedrooms, 1 king, 2 queen beds<br />- High quality mattresses, pillows, linens and towels<br />- Onsite televisions equipped with a diverse selection of leading streaming apps<br />- Best WIFI with Workspace<br />- Air Conditioning<br />- Fully Equipped Kitchen<br />- Pet-friendly (fees apply)"
25087063.0,4 BEDROOMS / QUIET STREET / LARGE BACKYARD / POOL,"Beautiful 2 story fully renovated cottage with parking.<br /><br />Kitchen with quartz counter, polyester cabinets and underfloor heating. <br /><br />Finished basement with kitchen, bathroom, bedroom and private entrance. Backyard with a 20 x 20 ft patio, heated pool and a shed. <br /><br />Last house of dead end street, no traffic, and plenty of parking. <br /><br />Very safe for kids and families. Near buses, metro station, parks and cycling path. Easy access to highways 25 and 40.<br /><br />25 minutes from downtown Montreal.","4 BEDROOMS / QUIET STREET / LARGE BACKYARD / POOL
Beautiful 2 story fully renovated cottage with parking.<br /><br />Kitchen with quartz counter, polyester cabinets and underfloor heating. <br /><br />Finished basement with kitchen, bathroom, bedroom and private entrance. Backyard with a 20 x 20 ft patio, heated pool and a shed. <br /><br />Last house of dead end street, no traffic, and plenty of parking. <br /><br />Very safe for kids and families. Near buses, metro station, parks and cycling path. Easy access to highways 25 and 40.<br /><br />25 minutes from downtown Montreal."
1.0957738689492495e+18,Little Gem in Little Italy,,"Little Gem in Little Italy
"
6.413564694229542e+17,Studio in the heart of Saint-Denis Street,Opal Boutique Hotel is a 21 hotel room establishment located in the heart of Quartier des Spectacles and two steps from the well-known Sainte-Catherine street. Berri-UQAM metro station is two minutes only from the hotel. You will enjoy the comfort of our rooms equipped with a kitchenette and a Nespresso coffee machine as well as access to different services such as free Wifi and self check-in. No elevator in the building.,"Studio in the heart of Saint-Denis Street
Opal Boutique Hotel is a 21 hotel room establishment located in the heart of Quartier des Spectacles and two steps from the well-known Sainte-Catherine street. Berri-UQAM metro station is two minutes only from the hotel. You will enjoy the comfort of our rooms equipped with a kitchenette and a Nespresso coffee machine as well as access to different services such as free Wifi and self check-in. No elevator in the building."
7.906302862717626e+17,Garden Court Urbain,"Relax and enjoy the great city of Montreal in this wonderful apartment located in the beautiful and central neighborhood of Outremont.  Only steps away from the incredible shopping and dinning of Laurier street and a stones throw from The Mont-Royal.  This beautiful apartment is close to everything Montreal has to offer!<br />This garden apartment has two separate bedrooms, a pull out couch , laundry, a fully stocked spacious kitchen and a great outdoor space for grilling and hanging out .","Garden Court Urbain
Relax and enjoy the great city of Montreal in this wonderful apartment located in the beautiful and central neighborhood of Outremont.  Only steps away from the incredible shopping and dinning of Laurier street and a stones throw from The Mont-Royal.  This beautiful apartment is close to everything Montreal has to offer!<br />This garden apartment has two separate bedrooms, a pull out couch , laundry, a fully stocked spacious kitchen and a great outdoor space for grilling and hanging out ."
22075797.0,Warm-modern bedroom. Dream location,"Establishement No: 221601<br />Lovely room where you get to enjoy the charming of the old architecture and the comfort of modern life in a dreamy location. 4 min walking from St-Catherine, park Lafontaine, Notre-Dame hospital , bars, restaurants, bistros, metro station, etc.  Hi-speed WIFI access.  Everything you need to have an enjoyable, very comfy stay in Montreal.<br />You have access to a kitchen area with all the basic you need :)","Warm-modern bedroom. Dream location
Establishement No: 221601<br />Lovely room where you get to enjoy the charming of the old architecture and the comfort of modern life in a dreamy location. 4 min walking from St-Catherine, park Lafontaine, Notre-Dame hospital , bars, restaurants, bistros, metro station, etc.  Hi-speed WIFI access.  Everything you need to have an enjoyable, very comfy stay in Montreal.<br />You have access to a kitchen area with all the basic you need :)"
6.440752599374314e+17,Luxury 2 bdrm + office Top Floor - quiet & central,"Hi there ! This beautiful condo measures +/- 1,500 sq ft on 2 floors.<br />On the first floor you'll find the living room/dining room and kitchen in a wide open area. 2 doors give outside to a huge private deck. A guest bedroom and full bathroom are also on the main floor. On the top floor there's an office, master bedroom (with walk in closet) and full bathroom. 2 full doors open to another huge private deck.<br />Great location in St-Henri close to the Atwater Market, lachine canal and 2 metro stations.","Luxury 2 bdrm + office Top Floor - quiet & central
Hi there ! This beautiful condo measures +/- 1,500 sq ft on 2 floors.<br />On the first floor you'll find the living room/dining room and kitchen in a wide open area. 2 doors give outside to a huge private deck. A guest bedroom and full bathroom are also on the main floor. On the top floor there's an office, master bedroom (with walk in closet) and full bathroom. 2 full doors open to another huge private deck.<br />Great location in St-Henri close to the Atwater Market, lachine canal and 2 metro stations."
7292089.0,Nice Condo in heart of Montreal !,"large modern condo, facing a large park, in the heart of Montreal. You are at the intersection of the Plateau, Mile End and Little Italy. Metro Rosemont a few minutes walk or bus. Close to bike path, Bixi, bus 197 and 45.","Nice Condo in heart of Montreal !
large modern condo, facing a large park, in the heart of Montreal. You are at the intersection of the Plateau, Mile End and Little Italy. Metro Rosemont a few minutes walk or bus. Close to bike path, Bixi, bus 197 and 45."
1.0313002880904092e+18,Bakan| 3Beds-2BA Downtown-6 Guests,"Citq number / Numero d etablissement touristque : 302914<br /><br />The luxury of a high end apartment hotel meets the comfort of home at a price that won’t break the bank, right in the heart of the city!<br /><br />Bienvenue to the Bakan experience.","Bakan| 3Beds-2BA Downtown-6 Guests
Citq number / Numero d etablissement touristque : 302914<br /><br />The luxury of a high end apartment hotel meets the comfort of home at a price that won’t break the bank, right in the heart of the city!<br /><br />Bienvenue to the Bakan experience."
25033245.0,Room 203 | Maison Saint-Vincent,"Historic Boutique Hotel in Old Montreal<br />Originally home to the Hotel Richelieu, Maison Saint-Vincent is a Montreal landmark.  With a preserved exterior dating back to 1858, the allure of MSV is undeniable. Completely renovated, while maintaining the original charm, Maison Saint-Vincent is designed for independent traveler, professionals, and foodies.","Room 203 | Maison Saint-Vincent
Historic Boutique Hotel in Old Montreal<br />Originally home to the Hotel Richelieu, Maison Saint-Vincent is a Montreal landmark.  With a preserved exterior dating back to 1858, the allure of MSV is undeniable. Completely renovated, while maintaining the original charm, Maison Saint-Vincent is designed for independent traveler, professionals, and foodies."
7.441157666628748e+17,"Upscale 2 Bed, 2 Bath Modern & Cozy Condo","This stylish and peaceful furnished apartment is ready for your long-term stay in Montreal. The apartment is beautifully furnished and fully-equipped with everything you need to feel comfortable and right at home. The condo includes 2 bedrooms with queen beds, a dining area with seating for 6, a spcaious living-room and a deciated workspace. The condo also includes a wrap-around balcony, fiber optic internet and all linens and cookware. <br /><br />Common Spaces: 2 garage spots, hot-tub, rooftop terrace","Upscale 2 Bed, 2 Bath Modern & Cozy Condo
This stylish and peaceful furnished apartment is ready for your long-term stay in Montreal. The apartment is beautifully furnished and fully-equipped with everything you need to feel comfortable and right at home. The condo includes 2 bedrooms with queen beds, a dining area with seating for 6, a spcaious living-room and a deciated workspace. The condo also includes a wrap-around balcony, fiber optic internet and all linens and cookware. <br /><br />Common Spaces: 2 garage spots, hot-tub, rooftop terrace"
1.014483479600374e+18,Beautiful 2 bedroom apt for rent,"Welcome to your dream apartment in Cote St. Luc! This spacious 2 bedroom, 2 bathroom unit is fully furnished and has been meticulously renovated to provide a comfortable and modern living space. All  new appliances as well as heating and hot water, electricty , wifi and netflix inlcuded . Enjoy the ultimate relaxation with our stunning exterior pool! Located close to numerous amenities and is steps away from bus stops. Book with us today! Minimum 30 day stays.","Beautiful 2 bedroom apt for rent
Welcome to your dream apartment in Cote St. Luc! This spacious 2 bedroom, 2 bathroom unit is fully furnished and has been meticulously renovated to provide a comfortable and modern living space. All  new appliances as well as heating and hot water, electricty , wifi and netflix inlcuded . Enjoy the ultimate relaxation with our stunning exterior pool! Located close to numerous amenities and is steps away from bus stops. Book with us today! Minimum 30 day stays."
41161399.0,Chaleureuse maison 1 étage tout inclus,"Bungalow located in a very peaceful area, ideal  to be able to concentrate if you are doing telework o to rest in peace after your work. The house has a beautiful terrace and a well-appointed outdoor courtyard, a peaceful oasis that offers you good privacy.","Chaleureuse maison 1 étage tout inclus
Bungalow located in a very peaceful area, ideal  to be able to concentrate if you are doing telework o to rest in peace after your work. The house has a beautiful terrace and a well-appointed outdoor courtyard, a peaceful oasis that offers you good privacy."
7.992832331629427e+17,L’élégant - Tout près du Stade Olympique MTL,"Large and bright accommodation, freshly renovated and decorated in modern. Located less than 15 mins from a subway station and downtown Montreal.<br /><br />This beautiful apartment is located in the HOMA district in eastern Montreal, close to all amenities. Living spaces are open plan. There are 2 closed bedrooms of good dimmensions. <br /><br />Whether you're traveling for work or a vacation, it's the place to explore the metropolis.","L’élégant - Tout près du Stade Olympique MTL
Large and bright accommodation, freshly renovated and decorated in modern. Located less than 15 mins from a subway station and downtown Montreal.<br /><br />This beautiful apartment is located in the HOMA district in eastern Montreal, close to all amenities. Living spaces are open plan. There are 2 closed bedrooms of good dimmensions. <br /><br />Whether you're traveling for work or a vacation, it's the place to explore the metropolis."
46638153.0,Strawberry Stays! Secret to sweet dreams!,-> 5 min by car from Downtown Montreal and 5 min from the subway!<br />-> Up to 4 guests!<br />-> Freshly renovated condo!<br />-> All necessary amenities as at home!<br />-> High-speed WiFi included!<br /><br />CITQ: 299588,"Strawberry Stays! Secret to sweet dreams!
-> 5 min by car from Downtown Montreal and 5 min from the subway!<br />-> Up to 4 guests!<br />-> Freshly renovated condo!<br />-> All necessary amenities as at home!<br />-> High-speed WiFi included!<br /><br />CITQ: 299588"
8615301.0,Cozy home 15 sec walk from Vendome,"This cozy 1 bedroom basement apartment is a 15 second walk from Vendome metro. It comfortably houses 2, and the couch in the living room can be made into a bed!","Cozy home 15 sec walk from Vendome
This cozy 1 bedroom basement apartment is a 15 second walk from Vendome metro. It comfortably houses 2, and the couch in the living room can be made into a bed!"
9.202417160092192e+17,Condo neuf 4 1/2 disponible,"Available for monthly rental only on AirBnB<br />Rental per week, contact me directly by message!<br /><br />Relax and relax at this quiet and elegant 4 1/2 home.  Lovely panoramic view, 100% furnished. Live tranquility in Montreal!<br /><br />- Kitchen table<br />- Fridge<br />- Oven<br />- Microwave<br />- Dishwasher<br />- Queen size bed<br />- Drawer furniture and others...<br />- Washer<br />- Dryer<br />- Wall Air Conditioner<br />- Central Vacuum<br />- Internet<br />- Private Parking Included","Condo neuf 4 1/2 disponible
Available for monthly rental only on AirBnB<br />Rental per week, contact me directly by message!<br /><br />Relax and relax at this quiet and elegant 4 1/2 home.  Lovely panoramic view, 100% furnished. Live tranquility in Montreal!<br /><br />- Kitchen table<br />- Fridge<br />- Oven<br />- Microwave<br />- Dishwasher<br />- Queen size bed<br />- Drawer furniture and others...<br />- Washer<br />- Dryer<br />- Wall Air Conditioner<br />- Central Vacuum<br />- Internet<br />- Private Parking Included"
40392471.0,Family apartment  on the upper floor of a Duplex,"Stay in this  2 Bedroom, 1.5 Bathroom apartment. Beautifully furnished located in the foody paradise of little burgundy right next to Metro Atwater, Lionel Groulx and much more.","Family apartment  on the upper floor of a Duplex
Stay in this  2 Bedroom, 1.5 Bathroom apartment. Beautifully furnished located in the foody paradise of little burgundy right next to Metro Atwater, Lionel Groulx and much more."
1501912.0,Huge Room With its own Bathroom!,"Private Double Room with Huge Bath and private bathroom in a shared apartment.<br /> Art Deco apartment1930/One of the best neighbourhood in Montreal! Private Entrance/<br />Close to Jean-Talon Market&Plaza Saint-Hubert&Jean-Talon, Beaubien&Bixi Stations! Good for shopping&coffee/Lot of bars&restaurants!<br />Free public parking/Easy access to Downtown!","Huge Room With its own Bathroom!
Private Double Room with Huge Bath and private bathroom in a shared apartment.<br /> Art Deco apartment1930/One of the best neighbourhood in Montreal! Private Entrance/<br />Close to Jean-Talon Market&Plaza Saint-Hubert&Jean-Talon, Beaubien&Bixi Stations! Good for shopping&coffee/Lot of bars&restaurants!<br />Free public parking/Easy access to Downtown!"
31100464.0,Gingerbread Manor - Champlain - breakfast included,"Establishment number 222528<br />Why not stay in a genuine 130 year old Victorian Manor House? Built in 1885 Gingberbread Manor now sits on land once owned by the Sheriff of Montreal and is a genuine, legal and professionally run bed and breakfast.","Gingerbread Manor - Champlain - breakfast included
Establishment number 222528<br />Why not stay in a genuine 130 year old Victorian Manor House? Built in 1885 Gingberbread Manor now sits on land once owned by the Sheriff of Montreal and is a genuine, legal and professionally run bed and breakfast."
1.026239671480358e+18,Huge Bedroom - Metro Crémazie #1,"Couple minutes away from Marché Central with all its store and activities. Super easy access via the 40 or St-Laurent street. This warm apartment is at the 2nd floor of a typical Ahuntsic duplex. Shared with one other Airbnb'er. Two balconies. You'll will have the master bedroom with a comfy queen bed and a sofa. A kitchen fully equipped with plenty of space to prepare your favorite recipes. 55"" Roku Tv. Brand new washing machine and dryer in the washroom as well a shower and bath.","Huge Bedroom - Metro Crémazie #1
Couple minutes away from Marché Central with all its store and activities. Super easy access via the 40 or St-Laurent street. This warm apartment is at the 2nd floor of a typical Ahuntsic duplex. Shared with one other Airbnb'er. Two balconies. You'll will have the master bedroom with a comfy queen bed and a sofa. A kitchen fully equipped with plenty of space to prepare your favorite recipes. 55"" Roku Tv. Brand new washing machine and dryer in the washroom as well a shower and bath."
