listing_id,name,description,text,llama_response
1.0458619629819364e+18,"1 queen size bed, Nun’s island","Welcome to our tranquil apartment retreat on Nun's Island and experience the perfect blend of comfort and style in this spacious haven. Unwind in the inviting living space, flooded with natural light, and savor moments of serenity on your private balcony. Nestled in a beautiful neighborhood, this apartment offers a peaceful escape with convenient access to Montreal's vibrant attractions. Immerse yourself in the charm of Nun's Island while enjoying the modern amenities.","1 queen size bed, Nun’s island
Welcome to our tranquil apartment retreat on Nun's Island and experience the perfect blend of comfort and style in this spacious haven. Unwind in the inviting living space, flooded with natural light, and savor moments of serenity on your private balcony. Nestled in a beautiful neighborhood, this apartment offers a peaceful escape with convenient access to Montreal's vibrant attractions. Immerse yourself in the charm of Nun's Island while enjoying the modern amenities.",<coroutine object preguntar_llama at 0x11c012e40>
1.100247053120782e+18,Charming 2-Bedroom in the heart of downtown,"Apartment located near the Quartier des spectacles. Very in demand. Spacious two friendly and warm bedrooms for one or four people. 2 bedrooms with comfortable queen beds. Large living room to enjoy evenings with friends. Kitchen basic equipment. 1 bathroom and 1 shower room. Enjoy the stylish atmosphere of this home in the heart of the action! A stone's throw from the cinema, restaurants and cafes of any taste! Great library! Berri-Uqam station!","Charming 2-Bedroom in the heart of downtown
Apartment located near the Quartier des spectacles. Very in demand. Spacious two friendly and warm bedrooms for one or four people. 2 bedrooms with comfortable queen beds. Large living room to enjoy evenings with friends. Kitchen basic equipment. 1 bathroom and 1 shower room. Enjoy the stylish atmosphere of this home in the heart of the action! A stone's throw from the cinema, restaurants and cafes of any taste! Great library! Berri-Uqam station!",<coroutine object preguntar_llama at 0x11c012cd0>
7.697712477486601e+17,Penthouse 20th floor Pool/Gym/Spa,"AAA Location<br />Enjoy this lavish penthouse best location in Downtown<br />Each bedroom has ensuite bathroom<br />Nicer than 5 stars hotel with lots of amenities  <br /><br />Subway access at the building<br />Bell center at the door<br />Old Montreal is 10 min walking<br />Walking distance all around Montreal downtown<br /> <br />- Indoor parking available for $$<br /><br />- Netflix  <br />- Fast Wifi 1500mb  <br />- 55'' TV <br />- Washer, Dryer in unit <br />- Nespresso machine  <br />- 4 Elevators  <br />- Sheets, towels<br />- Shampoo &  body wash <br />- Gym, pool, sauna, jacuzzi..","Penthouse 20th floor Pool/Gym/Spa
AAA Location<br />Enjoy this lavish penthouse best location in Downtown<br />Each bedroom has ensuite bathroom<br />Nicer than 5 stars hotel with lots of amenities  <br /><br />Subway access at the building<br />Bell center at the door<br />Old Montreal is 10 min walking<br />Walking distance all around Montreal downtown<br /> <br />- Indoor parking available for $$<br /><br />- Netflix  <br />- Fast Wifi 1500mb  <br />- 55'' TV <br />- Washer, Dryer in unit <br />- Nespresso machine  <br />- 4 Elevators  <br />- Sheets, towels<br />- Shampoo &  body wash <br />- Gym, pool, sauna, jacuzzi..",<coroutine object preguntar_llama at 0x11c012b60>
1606972.0,"3 1/2 dans les arbres, ensoleillé Mile-End","3rd floor of a triplex, very bright, 800 square feet.<br />Large terrace in the back, balcony in front. One light well<br />above the dining table and another in the bathroom. Washer and dryer, TV, internet, wifi.<br />Located close to the city center, a short walk to grocery stores, pharmacies, liquor company, bus.<br />Beautiful life of friendly cafes and restaurants.<br />Known shops; st-viator bagels, olimpico coffee, Kem koba ice cream, Latina delicatessen.","3 1/2 dans les arbres, ensoleillé Mile-End
3rd floor of a triplex, very bright, 800 square feet.<br />Large terrace in the back, balcony in front. One light well<br />above the dining table and another in the bathroom. Washer and dryer, TV, internet, wifi.<br />Located close to the city center, a short walk to grocery stores, pharmacies, liquor company, bus.<br />Beautiful life of friendly cafes and restaurants.<br />Known shops; st-viator bagels, olimpico coffee, Kem koba ice cream, Latina delicatessen.",<coroutine object preguntar_llama at 0x11c0129f0>
26476124.0,Marché Jean Talon: Nordic Escape,"Naturally lit and newly renovated Minimalistic Scandinavian home, right by Marché Jean Talon, Little Italy, and a 5 min walk from Metro Jean Talon.<br /><br />Neutral textures with a pop of pastel tones, light wooden accents, and minimal line art represent our home. You have all you need in our home; from utensils, pans and pots, plenty of glasses, bowls and plates, a toaster, a TV, Wi-Fi, and a balcony. You also have access to a common room outside of the apartment with a washing and drying machine.","Marché Jean Talon: Nordic Escape
Naturally lit and newly renovated Minimalistic Scandinavian home, right by Marché Jean Talon, Little Italy, and a 5 min walk from Metro Jean Talon.<br /><br />Neutral textures with a pop of pastel tones, light wooden accents, and minimal line art represent our home. You have all you need in our home; from utensils, pans and pots, plenty of glasses, bowls and plates, a toaster, a TV, Wi-Fi, and a balcony. You also have access to a common room outside of the apartment with a washing and drying machine.",<coroutine object preguntar_llama at 0x11c012880>
6.730404450708018e+17,Petit loft ravissant au cœur du quartier Villeray,"Located at the top of a neighborhood bakery (the Jarry bakery), you'll just have to walk down a few steps to get a good cafe-croissant to start your day.<br />Beautiful fully equipped loft, in the heart of the Villeray district. Two minutes from the Jarry metro station, 10 minutes from the city center by metro. Jarry Park is a 5 minute walk away.<br />Close to a bike path and a Bixi station, local shops, Jean-Talon market, trendy bars and restaurants.","Petit loft ravissant au cœur du quartier Villeray
Located at the top of a neighborhood bakery (the Jarry bakery), you'll just have to walk down a few steps to get a good cafe-croissant to start your day.<br />Beautiful fully equipped loft, in the heart of the Villeray district. Two minutes from the Jarry metro station, 10 minutes from the city center by metro. Jarry Park is a 5 minute walk away.<br />Close to a bike path and a Bixi station, local shops, Jean-Talon market, trendy bars and restaurants.",<coroutine object preguntar_llama at 0x11c012710>
7.754636092832721e+17,Ville-Marie - Cozy Apartment,"Cozy apartment near LaFontaine Park. The place is charming with its modern look and all its commodities. There's a big comfy queen size bed in a closed bedroom. Ideal for couple. The bathroom is fully equipped with washing machine , dryer and big shower. It's located on a quiet street but near a very central bus stop.","Ville-Marie - Cozy Apartment
Cozy apartment near LaFontaine Park. The place is charming with its modern look and all its commodities. There's a big comfy queen size bed in a closed bedroom. Ideal for couple. The bathroom is fully equipped with washing machine , dryer and big shower. It's located on a quiet street but near a very central bus stop.",<coroutine object preguntar_llama at 0x11c0125a0>
6.578743317644788e+17,new studio with Q BED,"with brand new condo and facilits,its comfortable and good price for 2 people,2.minutes walk to metro, the location is very convienet to go visit most of views in Montreal. many restaurants and supermarket are surround.","new studio with Q BED
with brand new condo and facilits,its comfortable and good price for 2 people,2.minutes walk to metro, the location is very convienet to go visit most of views in Montreal. many restaurants and supermarket are surround.",<coroutine object preguntar_llama at 0x11c012430>
8.53002197103947e+17,Cour ensoleillée - 3 salles de bain,"Discover our short-term rental house in Rosemont, Montreal! With five bedrooms, air conditioning, three bathrooms and a sunny courtyard perfect for barbecues, it offers comfort and conviviality. Ideally located near the Olympic Stadium, the Botanical Garden and Avenue Masson with its many restaurants and cafes, it will allow you to fully enjoy your stay in the metropolis. Book now for a memorable experience in Montreal!","Cour ensoleillée - 3 salles de bain
Discover our short-term rental house in Rosemont, Montreal! With five bedrooms, air conditioning, three bathrooms and a sunny courtyard perfect for barbecues, it offers comfort and conviviality. Ideally located near the Olympic Stadium, the Botanical Garden and Avenue Masson with its many restaurants and cafes, it will allow you to fully enjoy your stay in the metropolis. Book now for a memorable experience in Montreal!",<coroutine object preguntar_llama at 0x11c0122c0>
37245577.0,"Maison O’ ... luxury, art and comfort await you","Live like a true Montrealer chez Maison O’. Located in the trendy neighborhood of Villeray where quaint boutiques and delectable restaurants are only short walks away. <br /><br />With a boutique hotel feel, our home offers you all the luxury, style and convenience you deserve on your getaway.<br /><br />To top it off , we take comfort very seriously, so rest assured you’ll be sleeping on high quality mattresses for a good night sleep.<br /><br />Treat yourself to a destination you won’t forget chez Maison O’.","Maison O’ ... luxury, art and comfort await you
Live like a true Montrealer chez Maison O’. Located in the trendy neighborhood of Villeray where quaint boutiques and delectable restaurants are only short walks away. <br /><br />With a boutique hotel feel, our home offers you all the luxury, style and convenience you deserve on your getaway.<br /><br />To top it off , we take comfort very seriously, so rest assured you’ll be sleeping on high quality mattresses for a good night sleep.<br /><br />Treat yourself to a destination you won’t forget chez Maison O’.",<coroutine object preguntar_llama at 0x11c012150>
9.0349653500845e+17,"Comfy room, 5 minutes to Metro A","This is a private room. It locates in a quiet residential neigborhood in southwest region (ville emard) of Montreal island, close to shopping mall, grocery stores, park (has BBQ racks in the summer) and Metro/Subway Station.This place is perfect for visitors, business travelers and new arrivals. We are looking forward to offer service during your trip.","Comfy room, 5 minutes to Metro A
This is a private room. It locates in a quiet residential neigborhood in southwest region (ville emard) of Montreal island, close to shopping mall, grocery stores, park (has BBQ racks in the summer) and Metro/Subway Station.This place is perfect for visitors, business travelers and new arrivals. We are looking forward to offer service during your trip.",<coroutine object preguntar_llama at 0x11c011fe0>
39562828.0,Location | Beautiful | Must Stay in heart of City,LOCATION:<br />♠ WalkScore: 100 (Walker’s Paradise. RARE)<br />♠ 2 min walk to Metro Station Saint-Laurent & 10 min walk to Berri-Uqam<br />♠ 5 min walk to Old Port of Montreal<br /><br />Hard to beat this location!<br /><br />HOME:<br />♠ 400 MBS WIFI (Fastest & strongest available)<br />♠ Self Check-in<br />♠ Super Clean<br />♠ Smart TV is available. You can login to your own Netflix and YouTube account.<br /><br />Please add me to your Airbnb WISHLIST ♥ for future bookings :),"Location | Beautiful | Must Stay in heart of City
LOCATION:<br />♠ WalkScore: 100 (Walker’s Paradise. RARE)<br />♠ 2 min walk to Metro Station Saint-Laurent & 10 min walk to Berri-Uqam<br />♠ 5 min walk to Old Port of Montreal<br /><br />Hard to beat this location!<br /><br />HOME:<br />♠ 400 MBS WIFI (Fastest & strongest available)<br />♠ Self Check-in<br />♠ Super Clean<br />♠ Smart TV is available. You can login to your own Netflix and YouTube account.<br /><br />Please add me to your Airbnb WISHLIST ♥ for future bookings :)",<coroutine object preguntar_llama at 0x11c011e70>
40448472.0,"Beautiful house, nice yard, near food market, park","Beautiful 2 floors townhouse in Montreal with very beautiful  yard and back yard street (""ruelle""). Parking available on street. Near jean talon food market, big Jarry park, mile end and Italian districts, nice and good restaurants and cafes. Near subway and Bixi bike location.","Beautiful house, nice yard, near food market, park
Beautiful 2 floors townhouse in Montreal with very beautiful  yard and back yard street (""ruelle""). Parking available on street. Near jean talon food market, big Jarry park, mile end and Italian districts, nice and good restaurants and cafes. Near subway and Bixi bike location.",<coroutine object preguntar_llama at 0x11c011d00>
40175156.0,★Spacious 2BR ★Business/Relocation/TechHub Stay!,"This exclusive luxury apartment is beautifully located in the Mile End district, known as Montreal’s creative, cultural hub. The savvy traveler could not be more conveniently situated, within walking distance of Tech companies, restaurants and shopping. Explore Montreal’s artistic scene, music venues and best bagels in town, all just steps away. The apartment come fully-furnished, with a complete kitchen, and all the amenities you would need for your stay. *Steps away from Ubisoft","★Spacious 2BR ★Business/Relocation/TechHub Stay!
This exclusive luxury apartment is beautifully located in the Mile End district, known as Montreal’s creative, cultural hub. The savvy traveler could not be more conveniently situated, within walking distance of Tech companies, restaurants and shopping. Explore Montreal’s artistic scene, music venues and best bagels in town, all just steps away. The apartment come fully-furnished, with a complete kitchen, and all the amenities you would need for your stay. *Steps away from Ubisoft",<coroutine object preguntar_llama at 0x11c011b90>
37986818.0,Appartement idéal au coeur du Plateau Mont-Royal,"Located in the heart of the Plateau Mont-Royal, this very bright accommodation is close to everything : cafes, restaurants, shops, grocery stores, community bikes (BIXI), bars, restaurants, terraces. Visit Montreal either on foot or by subway (10 minutes walk from the house).   A few minutes from Laurier Park and its public pool. A stone's throw from the famous Rue Mont-Royal and these shops.  <br /><br />Certificate of establishment of principal residence:  <br />Establishment number #304978","Appartement idéal au coeur du Plateau Mont-Royal
Located in the heart of the Plateau Mont-Royal, this very bright accommodation is close to everything : cafes, restaurants, shops, grocery stores, community bikes (BIXI), bars, restaurants, terraces. Visit Montreal either on foot or by subway (10 minutes walk from the house).   A few minutes from Laurier Park and its public pool. A stone's throw from the famous Rue Mont-Royal and these shops.  <br /><br />Certificate of establishment of principal residence:  <br />Establishment number #304978",<coroutine object preguntar_llama at 0x11c011a20>
11279304.0,Top Floor - Huge Sunny Terrace - 95% Walk Score!,"This apartment has 3 full bathrooms and offers a fully stocked kitchen, laundry room, high-speed internet & a sunny terrace. Minutes away from Metro Mont-Royal, Old Port, museums, restaurants, cafés, shopping & more. *Onsite parking available $28/night/car; reservation needed. Indoor parking- 400 rue de Malines. For a quick getaway, friend's gathering, family vacation, or a business trip, this apartment is just perfect. <br />CITQ #3 of 3: (291885) LE PLATEAU SUR ST-DENIS #1, #2, #3 EXP: 2025-02-28","Top Floor - Huge Sunny Terrace - 95% Walk Score!
This apartment has 3 full bathrooms and offers a fully stocked kitchen, laundry room, high-speed internet & a sunny terrace. Minutes away from Metro Mont-Royal, Old Port, museums, restaurants, cafés, shopping & more. *Onsite parking available $28/night/car; reservation needed. Indoor parking- 400 rue de Malines. For a quick getaway, friend's gathering, family vacation, or a business trip, this apartment is just perfect. <br />CITQ #3 of 3: (291885) LE PLATEAU SUR ST-DENIS #1, #2, #3 EXP: 2025-02-28",<coroutine object preguntar_llama at 0x11c0118b0>
54301077.0,Maison détachée à deux coins du fleuve!,"Beautiful warm and comfortable space, peaceful area surrounded by parks close to the river <br />PERMITTING CITQ 316601","Maison détachée à deux coins du fleuve!
Beautiful warm and comfortable space, peaceful area surrounded by parks close to the river <br />PERMITTING CITQ 316601",<coroutine object preguntar_llama at 0x11c011740>
9.634847091192516e+17,Studio - Downtown Montreal #204 | CITQ#294678,"CITQ#294678<br /><br />In the heart of Downtown Montreal, nestled in the Shaughnessy Village, this studio is close to everything, half a block away from the famous St-Catherine Street, minutes from public transportation, universities, and museums.<br />This Studio is great for anyone seeking short or long term accommodations. We also offer Weekly, Monthly, and Yearly rates for students studying in the City Center. My place is good for students, couples, adventurers, business travellers, families, and big group","Studio - Downtown Montreal #204 | CITQ#294678
CITQ#294678<br /><br />In the heart of Downtown Montreal, nestled in the Shaughnessy Village, this studio is close to everything, half a block away from the famous St-Catherine Street, minutes from public transportation, universities, and museums.<br />This Studio is great for anyone seeking short or long term accommodations. We also offer Weekly, Monthly, and Yearly rates for students studying in the City Center. My place is good for students, couples, adventurers, business travellers, families, and big group",<coroutine object preguntar_llama at 0x11c0115d0>
9.008852784446848e+17,M11 | Luxury Penthouse 4 BDR on Two floors+Rooftop,"This luxury, high-end two-floor penthouse condo is the epitome of sophistication and style. The interior features sleek and modern finishes with an open concept layout that is perfect for entertaining. With its luxurious amenities and prime location, this penthouse condo is sure to exceed your expectations!","M11 | Luxury Penthouse 4 BDR on Two floors+Rooftop
This luxury, high-end two-floor penthouse condo is the epitome of sophistication and style. The interior features sleek and modern finishes with an open concept layout that is perfect for entertaining. With its luxurious amenities and prime location, this penthouse condo is sure to exceed your expectations!",<coroutine object preguntar_llama at 0x11c011460>
41768108.0,Private BR 1min CDN Metro- 5 min HEC-UdEM (D),"Beautiful spacious bedroom in 1930s new renovated lower duplex with all it’s original features. I'm offering fully equipped bedrooms which provide a large work desk area, a wardrobe and closet to organize your clothes and personal belongings. Equipped with a secured high speed Internet wireless connexion (WIFI), the rooms are intimate, quiet and can be secured with a key. I provide clean and fresh sheets and towels.","Private BR 1min CDN Metro- 5 min HEC-UdEM (D)
Beautiful spacious bedroom in 1930s new renovated lower duplex with all it’s original features. I'm offering fully equipped bedrooms which provide a large work desk area, a wardrobe and closet to organize your clothes and personal belongings. Equipped with a secured high speed Internet wireless connexion (WIFI), the rooms are intimate, quiet and can be secured with a key. I provide clean and fresh sheets and towels.",<coroutine object preguntar_llama at 0x11c0112f0>
7.652640269041044e+17,M11 | Stylish & Modern 3BR in Prime Location,"This upscale 3-bedroom apartment is steps away from Montreal's best restaurants, shops, and entertainment. Perfect for large groups!<br /><br />This stylish and elegant apartment professionally designed with high end furniture will make your stay enjoyable, relaxing, and pleasing to the eye. Perfect for your social media captures!<br /><br />We would like to reassure that our cleaners are taking extra precautions and hygiene measures following Airbnb guideline to keep guests safe...","M11 | Stylish & Modern 3BR in Prime Location
This upscale 3-bedroom apartment is steps away from Montreal's best restaurants, shops, and entertainment. Perfect for large groups!<br /><br />This stylish and elegant apartment professionally designed with high end furniture will make your stay enjoyable, relaxing, and pleasing to the eye. Perfect for your social media captures!<br /><br />We would like to reassure that our cleaners are taking extra precautions and hygiene measures following Airbnb guideline to keep guests safe...",<coroutine object preguntar_llama at 0x11c011180>
1.1013420387045105e+18,Guest house of Graziella !,,"Guest house of Graziella !
",<coroutine object preguntar_llama at 0x11c011010>
7.049727774647429e+17,Quiet|Private room|10 min YUL Airport |Wi-Fi,"10 min drive from Montréal international airport <br />-walking distance to Walmart, Metro, Tim Horton’s, A&W and Domino’s .<br />-Quiet , safe and friendly neighborhood <br />-2 min walk to bus stop <br />-20 min drive  to downtown<br />-Our house is pet free , clean and well maintained","Quiet|Private room|10 min YUL Airport |Wi-Fi
10 min drive from Montréal international airport <br />-walking distance to Walmart, Metro, Tim Horton’s, A&W and Domino’s .<br />-Quiet , safe and friendly neighborhood <br />-2 min walk to bus stop <br />-20 min drive  to downtown<br />-Our house is pet free , clean and well maintained",<coroutine object preguntar_llama at 0x11c010ea0>
9.981770998037048e+17,One Bed room Hotel Style Unit in City Center,"This is a modern apartment, fully equipped and decorated by a professional designer is located in the heart of Montreal's downtown neighborhood.<br />Few steps away from Saint-Catherine, Saint-Denis and Saint-Laurent streets with their restaurants, bars, cafés, cinemas and shops of all kinds. It is 5min walking distance to the central Berri-UQAM metro station and 10min to Old Port, where you get experience the fast pace lifestyle. It is nearby bus stations, which makes transportation much easier !","One Bed room Hotel Style Unit in City Center
This is a modern apartment, fully equipped and decorated by a professional designer is located in the heart of Montreal's downtown neighborhood.<br />Few steps away from Saint-Catherine, Saint-Denis and Saint-Laurent streets with their restaurants, bars, cafés, cinemas and shops of all kinds. It is 5min walking distance to the central Berri-UQAM metro station and 10min to Old Port, where you get experience the fast pace lifestyle. It is nearby bus stations, which makes transportation much easier !",<coroutine object preguntar_llama at 0x11c010d30>
6.696538053634305e+17,Super appart style loft a 4 min de marche du métro,"Nice appart 500 sq. ft. which is a 3 min walk from metro Préfontaine. It is located 10 minutes from the city center by metro. It is also a 2-3 min walk from Promenade Ontario, you can find: bakery, pharmacy, grocery, etc.<br />Add 20$ a day if you bring a SMALL pet. ( ask before ) ( no pet on bed and sofas. ) <br />Add 25$ each person add/day<br />Add 30$ for late departure or earlier check-in. It is imp that you check the availability <br />Visitor is not allowed!<br />Check in after 4pm check out before 11 am","Super appart style loft a 4 min de marche du métro
Nice appart 500 sq. ft. which is a 3 min walk from metro Préfontaine. It is located 10 minutes from the city center by metro. It is also a 2-3 min walk from Promenade Ontario, you can find: bakery, pharmacy, grocery, etc.<br />Add 20$ a day if you bring a SMALL pet. ( ask before ) ( no pet on bed and sofas. ) <br />Add 25$ each person add/day<br />Add 30$ for late departure or earlier check-in. It is imp that you check the availability <br />Visitor is not allowed!<br />Check in after 4pm check out before 11 am",<coroutine object preguntar_llama at 0x11c010bc0>
5.890448277543891e+17,Modern Downtown Condo Metro Beaudry Villemarie,"New arrival, privileged location, in the heart of the village, 50 meters from Beaudry metro station and a few steps from the famous St-Catherine street. Close to downtown, Old Montreal, shopping malls, universities, night live. Around the action but away from the noise on a quiet street.  A bedroom with access to a large interior courtyard back. Recently tastefully modern taste, bright open space, fully furnished.  Non-smoking, No pets.","Modern Downtown Condo Metro Beaudry Villemarie
New arrival, privileged location, in the heart of the village, 50 meters from Beaudry metro station and a few steps from the famous St-Catherine street. Close to downtown, Old Montreal, shopping malls, universities, night live. Around the action but away from the noise on a quiet street.  A bedroom with access to a large interior courtyard back. Recently tastefully modern taste, bright open space, fully furnished.  Non-smoking, No pets.",<coroutine object preguntar_llama at 0x11c010a50>
8.690812538577436e+17,Casa 201 | MileEnd apartment facing Parc Lahaie,"Stay in your fully furnished apartment in the heart of Montreal’s iconic Plateau Mont-Royal. Surrounded by the city's landmarks, facing Mile-End's famous Lahaie Parc.<br /><br />Historic early 20th century building, fully renovated in 2021 in charming apartments with plenty of natural light, including in hallways, heated floor garden. A common rooftop terrace with a breathtaking 360° view of Montreal.<br /><br />Ideal for one who needs a pied-à-terre in Montreal, corporate, or vacation stays.<br />31 days minimum","Casa 201 | MileEnd apartment facing Parc Lahaie
Stay in your fully furnished apartment in the heart of Montreal’s iconic Plateau Mont-Royal. Surrounded by the city's landmarks, facing Mile-End's famous Lahaie Parc.<br /><br />Historic early 20th century building, fully renovated in 2021 in charming apartments with plenty of natural light, including in hallways, heated floor garden. A common rooftop terrace with a breathtaking 360° view of Montreal.<br /><br />Ideal for one who needs a pied-à-terre in Montreal, corporate, or vacation stays.<br />31 days minimum",<coroutine object preguntar_llama at 0x11c0108e0>
22984786.0,La maison de Flavie,"We are happy to offer you a superb 3-story cottage in Rosemont, a stone's throw from Masson Street and these attractions ( Restaurant, shops, etc.). Close to transportation to get you to the city center! We have 3 closed bedrooms including 1 queen bed, 2 single beds and everything you'll need for children/babies ( we have two children 1 and 4 years old ) We have a beautiful terrace that will delight you. An open plan living on the ground floor,<br /><br />attestation 307458","La maison de Flavie
We are happy to offer you a superb 3-story cottage in Rosemont, a stone's throw from Masson Street and these attractions ( Restaurant, shops, etc.). Close to transportation to get you to the city center! We have 3 closed bedrooms including 1 queen bed, 2 single beds and everything you'll need for children/babies ( we have two children 1 and 4 years old ) We have a beautiful terrace that will delight you. An open plan living on the ground floor,<br /><br />attestation 307458",<coroutine object preguntar_llama at 0x11c010770>
51928441.0,Studio confortable près du bord de l'eau & métro.,"Studio located on one of the most beautiful streets in Ahuntsic, near the Henri Bourassa metro station, the waterfront, many parks and shops on Rue Fleury Ouest. A double bed and a sofa bed are in the main room. Renovated kitchen and bath. Very quiet and comfortable.","Studio confortable près du bord de l'eau & métro.
Studio located on one of the most beautiful streets in Ahuntsic, near the Henri Bourassa metro station, the waterfront, many parks and shops on Rue Fleury Ouest. A double bed and a sofa bed are in the main room. Renovated kitchen and bath. Very quiet and comfortable.",<coroutine object preguntar_llama at 0x11c010600>
9.809462335678636e+17,Private BR 1 min CDN Metro (4),"Beautiful spacious bedroom in 1930s new renovated lower duplex with all it’s original features. I'm offering fully equipped bedrooms which provide a large work desk area, a wardrobe and closet to organize your clothes and personal belongings. Equipped with a secured high speed Internet wireless connexion (WIFI), the rooms are quiet, intimate and spacious. I provide clean and fresh sheets and towels.","Private BR 1 min CDN Metro (4)
Beautiful spacious bedroom in 1930s new renovated lower duplex with all it’s original features. I'm offering fully equipped bedrooms which provide a large work desk area, a wardrobe and closet to organize your clothes and personal belongings. Equipped with a secured high speed Internet wireless connexion (WIFI), the rooms are quiet, intimate and spacious. I provide clean and fresh sheets and towels.",<coroutine object preguntar_llama at 0x11c010490>
35533732.0,Studio style Hotel Condo - Mile-End/.5 Plateau,"Charming furnished studio, heated, equipped kitchen, Wi-Fi. Close to the shops, transports, 5 to 10 min. from downtown. A friendly neighborhood with many restaurants, grocery stores, bakeries, cafes and bars. Reservation 32 days minimum.<br /><br />Check in at 16:00, check out at 10:00<br />No party allowed, please respect the tranquility of the neighbors<br />It is strictly forbidden to smoke in the studio as well as in public areas of the building. Animals are also prohibited in the entire building.","Studio style Hotel Condo - Mile-End/.5 Plateau
Charming furnished studio, heated, equipped kitchen, Wi-Fi. Close to the shops, transports, 5 to 10 min. from downtown. A friendly neighborhood with many restaurants, grocery stores, bakeries, cafes and bars. Reservation 32 days minimum.<br /><br />Check in at 16:00, check out at 10:00<br />No party allowed, please respect the tranquility of the neighbors<br />It is strictly forbidden to smoke in the studio as well as in public areas of the building. Animals are also prohibited in the entire building.",<coroutine object preguntar_llama at 0x11c010320>
8.123310216044105e+17,Superbe studio à 70m du métro d'Iberville (#3-2),"Warm studio apartment, 2 steps from Iberville metro station.","Superbe studio à 70m du métro d'Iberville (#3-2)
Warm studio apartment, 2 steps from Iberville metro station.",<coroutine object preguntar_llama at 0x11c0101b0>
6.798951884843021e+17,Bright Bedroom • LOCK • FAST Wifi • Female Host,•  SAFE SPACE for Women and LGBTQ+ • <br /><br />Private bedroom with lock. You will have a key and can lock your room! <br /><br />You will share the kitchen and bathroom with me and maybe an other guest if the second room is booked too.<br />I live in one room and sometimes rent out two other bedrooms. <br /><br />SUPER FAST INTERNET - Fastest possible BELL FIBRE internet in Montreal! <br />The room is very BRIGHT and decorated with love.,"Bright Bedroom • LOCK • FAST Wifi • Female Host
•  SAFE SPACE for Women and LGBTQ+ • <br /><br />Private bedroom with lock. You will have a key and can lock your room! <br /><br />You will share the kitchen and bathroom with me and maybe an other guest if the second room is booked too.<br />I live in one room and sometimes rent out two other bedrooms. <br /><br />SUPER FAST INTERNET - Fastest possible BELL FIBRE internet in Montreal! <br />The room is very BRIGHT and decorated with love.",<coroutine object preguntar_llama at 0x11c010040>
1.1051008942607772e+18,Luxury 3Bdr Prime Dt/Old Port with shared Patio,"CITQ Establishment # 311575<br /><br />Brand new luxurious 3 bedroom unit. Brand new,  huge and  renovated Unit with large Shared Terrasse in the  vibrating district called Griffin Town. <br />Located in the heart of Griffintown , Walking distance  for visits to the Old Port in Old Montreal as well as Downtown or The Canal Lachine River.  <br />Fully equipped kitchen, Smart TVs, Nexpresso machine with coffee, everything you need to feel at home.<br />Get a taste of all Montreal's action by staying here.<br /><br />Few places near","Luxury 3Bdr Prime Dt/Old Port with shared Patio
CITQ Establishment # 311575<br /><br />Brand new luxurious 3 bedroom unit. Brand new,  huge and  renovated Unit with large Shared Terrasse in the  vibrating district called Griffin Town. <br />Located in the heart of Griffintown , Walking distance  for visits to the Old Port in Old Montreal as well as Downtown or The Canal Lachine River.  <br />Fully equipped kitchen, Smart TVs, Nexpresso machine with coffee, everything you need to feel at home.<br />Get a taste of all Montreal's action by staying here.<br /><br />Few places near",<coroutine object preguntar_llama at 0x11bfc95d0>
20887433.0,Nice Spacious Apartment,"Located in The Beautiful Outremont neighborhood, close to all conveniences (cafes, restaurants, delicatessens, fruit, bakery, bars) and public transports (metro and bus a Quick walk), quick access to the Plateau and downtown. 3 bedrooms, (It's 2 bedrooms, But 1 bedroom is huge with a divider in middle of the room that splits it into 2), large living room with sofa bed. Fully equipped kitchen, Nice and Private balcony, washer / dryer, electricity, WIFI internet, all included.","Nice Spacious Apartment
Located in The Beautiful Outremont neighborhood, close to all conveniences (cafes, restaurants, delicatessens, fruit, bakery, bars) and public transports (metro and bus a Quick walk), quick access to the Plateau and downtown. 3 bedrooms, (It's 2 bedrooms, But 1 bedroom is huge with a divider in middle of the room that splits it into 2), large living room with sofa bed. Fully equipped kitchen, Nice and Private balcony, washer / dryer, electricity, WIFI internet, all included.",<coroutine object preguntar_llama at 0x11bfcbe10>
6.41243763624586e+17,Explore the Latin Quarter with friends,Opal Boutique Hotel is a 21 hotel room establishment located in the heart of Quartier des Spectacles and two steps from the well-known Sainte-Catherxine street. Berri-UQAM metro station is two minutes only from the hotel. You will enjoy the comfort of our rooms equipped with a kitchenette and a Nespresso coffee machine as well as access to different services such as free Wifi and self check-in.,"Explore the Latin Quarter with friends
Opal Boutique Hotel is a 21 hotel room establishment located in the heart of Quartier des Spectacles and two steps from the well-known Sainte-Catherxine street. Berri-UQAM metro station is two minutes only from the hotel. You will enjoy the comfort of our rooms equipped with a kitchenette and a Nespresso coffee machine as well as access to different services such as free Wifi and self check-in.",<coroutine object preguntar_llama at 0x11bfcbca0>
